Word,valence,arousal,dominance
lobotomy,2.45,5.32,2
lobster,6.43,4.67,5.55
local,6.77,3.8,6.68
localized,5.05,2.4,5.86
locate,5.58,3.67,6.3
location,5.77,4.58,6.19
locator,5.14,2.83,5.45
loch,5.67,3.89,5.25
lock,4.56,3,4.11
locker,4.79,3.35,6.35
locket,5.71,3.39,5.2
locksmith,5.48,3.83,5.68
lockup,3.19,4.11,4.63
loco,4.53,4.8,4.21
locomotive,5.95,5.5,5.23
locust,3.16,4.24,3.45
lode,5.24,3.45,5.03
lodge,6.43,3.33,5.8
loft,5.96,3.42,5.09
lofty,5.65,2.95,5.85
log,4.94,4.29,5.7
logic,6.58,3.67,6.7
logical,6.38,3.83,7.29
logistics,5.05,3.76,5.65
logo,5.53,3.32,5
lollipop,7.29,3.88,6.1
lone,3.75,3.84,4.32
loneliness,2.35,4.09,3.61
lonely,2.67,4.37,3.33
loner,3.5,3.94,5.45
lonesome,3.35,3.45,4.28
longboat,5.35,3.72,5.38
longevity,6.57,4.75,5.89
longitude,4.76,2.91,5.04
longtime,5.5,3.36,6
look,5.95,3.76,5.88
looker,6.05,4.88,6.17
lookout,4.43,4.32,6
loom,4.94,3.65,4.96
loon,4.74,3.85,4.75
loony,4.48,4.04,4.2
loop,5.26,3.52,4.9
loophole,4.84,4.71,5.35
loopy,4.67,4.25,4.16
loose,4.52,4.3,5.53
loosen,5,4,6
loot,4.43,5.15,5.62
lop,4.8,4.55,5.08
lopsided,4.19,4.42,3.95
lord,5.59,3.81,5.75
lordship,5.2,4.42,5.41
lore,6.42,4.5,5.58
lose,3.59,5.43,4.39
loser,2.85,3.94,4.53
loss,2.9,5.2,4.47
lost,2.53,5.11,3.85
lotion,5.52,3.55,5.75
lottery,6.33,6.05,3.45
lotto,6.05,6,3.29
lotus,6.24,3.77,4.86
loudmouth,3.24,5.21,4.39
loudspeaker,4.67,4.3,4.62
lounge,5.95,2.64,5.88
louse,3.34,3.61,3.93
lousy,3.14,4.28,4.33
lovable,8.26,5.41,6.83
love,8,5.36,5.92
loved,7.65,5.59,6.68
loveless,2.59,4.46,3.96
loveliness,7.5,5.65,5.24
lovely,7.55,3.95,6.38
lovemaking,7.95,6.14,6.22
lover,8.05,7.45,6.37
lovesick,3.63,5.81,3.8
low,4.39,2.21,3.11
lowdown,3.74,4,4.87
lowlife,2.68,4.29,3.4
lowly,4,3.95,3.57
lox,4.74,3.86,5.68
loyal,7.31,3.65,6.8
loyalty,7.18,4.52,7
luau,6.05,4.59,6.33
lube,5.1,4.17,5.58
lubricant,5.32,5.38,5.52
lucid,5.35,4.78,5.27
luck,6.73,4.57,6.06
lucky,7.32,5.3,5.36
lucrative,6.81,5.15,6.11
ludicrous,3.95,4.78,4.79
lug,4.58,3.45,4.96
luggage,5.19,3.75,5.42
lukewarm,4.5,2.61,5.76
lull,4.05,3.76,5.41
lullaby,7.57,3.79,6.05
lumbar,4.47,3.28,4.82
lumber,5.65,3.32,5.96
lumberjack,5.79,3.81,5.75
luminous,6.29,3.73,5.85
lump,3.07,3.74,4.72
lumpy,3.75,3.94,4.12
lunacy,4.58,5.2,4.1
lunar,6.15,5.5,4.5
lunatic,3.47,5.64,3.29
lunch,6.64,3.57,6.44
lunchbox,6.64,4.19,6.12
luncheon,7.19,4.12,5.41
lunchtime,7.26,4.95,6.7
lung,4.84,2.64,4.74
lunge,4.27,4.73,6.1
lurch,3.9,4.09,4.38
lure,4.65,4.48,5.44
lurk,3.48,4.43,5
luscious,6.91,5.75,5.59
lush,6.48,4.24,5.79
lust,6.26,6.44,4.64
lustful,5.53,6.6,5.04
lusty,5.8,5.59,4.84
luxurious,7.58,4.73,6.62
luxury,7.25,4.71,5.86
lycra,4.5,3.39,4.46
lye,4.26,4.29,4.91
lymphoma,2.6,4.59,2.38
lynching,1.67,4.92,2.53
lyric,6.53,3.57,5.64
lyrical,6.84,3.81,5.76
lyrics,6.42,4.95,5.8
macadamia,6.33,3.8,5.37
macarena,6.52,4.24,5.26
macaroni,7.75,5.09,6.27
mace,4.14,5.43,4.76
mach,5.35,3.95,5.24
machete,4.13,6.18,4.7
machine,5,4.39,4.8
machinery,4.65,3.89,4.76
macho,4.84,3.96,4.94
mackerel,4.78,3.45,5.63
macro,5.2,3.85,5.45
mad,2.47,5.59,4.9
madam,5.17,3.05,4.67
madden,4.75,5.17,5.33
mademoiselle,6.35,4.5,5.68
madhouse,3.11,5.77,3.21
madman,3.45,6.09,3.76
madness,2.86,6.25,4.18
maestro,6.14,3.7,6.24
mafia,3.11,7.05,3.65
magazine,6.24,4.2,7.05
magenta,5.95,4.58,5.43
maggot,2,5.6,3.55
magic,7.17,6.05,5.33
magical,8.23,5.88,5.3
magician,5.68,4.73,4.26
magistrate,4.71,3.68,4.7
magna,5.09,4.63,4.9
magnesium,4.95,2.86,4.87
magnet,5.65,3.38,4.89
magnetic,6.17,3.55,4.84
magnetism,6,4.56,5.12
magnification,6.65,4.38,5.38
magnificence,7.47,3.95,6.93
magnificent,6.95,4.52,6.05
magnify,4.86,4.41,6.3
magnifying,6.11,3.58,5.56
magnitude,5.1,5.11,5.09
magnolia,6.8,4.19,5.32
magpie,5.5,3.08,4.3
mahi mahi,5.52,5.16,5.86
mahjong,5.55,3.61,5.64
mahogany,6.48,2.67,5.63
maid,5.38,3.19,6.2
maiden,5.65,4.05,5.68
mail,6.28,3.81,5.26
mailbox,6.05,2.29,5.03
mailing,5.33,3.14,5.88
mailman,5.32,3.32,4.82
maim,3.14,4.56,4
main,5.27,4.1,6.79
mainframe,5,3.95,5.59
mainland,5.3,3.67,5.71
mainstream,4.55,3.38,5.48
maintain,6.29,2.75,5.89
maintenance,5.95,2.81,5.28
majestic,7.14,4.16,6.63
majesty,6.86,4.7,7.21
major,5.52,4.24,5.28
majority,4.95,4.3,4.76
make,6.09,3.67,6.22
makeover,5.76,5.13,5.5
maker,5.74,4.16,6.15
makeshift,5.32,4.79,5.1
makeup,5.21,4.1,6.46
malady,3.86,4.48,4.37
malaria,2.34,5.07,3.32
malarkey,4.45,4.33,4.33
male,6.91,4.5,5.89
malfunction,2.68,4.62,2.92
malice,2.81,4.81,4.56
malicious,2.32,4.95,4.78
malignant,3.1,4.42,4.2
mall,4.45,5.3,6
mallet,4.7,3.95,6.24
malnutrition,2.48,3.5,5.3
malpractice,2.74,5.26,4.3
malt,6.14,3.75,5.91
mama,7.64,4.29,5.28
mambo,5.52,5.05,5.1
mammal,5.95,3.81,6
mammoth,5.84,4.09,5.23
mammy,5.1,3.82,4.7
man,5.42,4.36,5.44
manage,4.71,3.52,5.88
manageable,5.33,3.05,6.86
management,4.95,3.24,4.7
manager,4.82,4.15,7.16
managerial,4.5,2.81,5.38
mandarin,6.15,3.91,5.56
mandate,3.76,4.32,4
mandatory,3.9,3.89,3.54
mandible,4.32,3.05,4.9
mandolin,5.7,3.14,6.25
mane,5.32,4.17,5.58
maneuver,4.63,4.33,5.88
manger,5.5,3.05,6.1
mangle,2.9,5,4.35
mango,6.57,3.05,5.76
mangy,4.3,4.86,4.53
manhole,4.8,4.09,5.59
manhood,6.5,5.27,5.91
manhunt,3.61,6.33,4.09
mania,3.62,4.74,3.83
maniac,3.5,5.77,3.8
maniacal,3.3,6,4.1
manic,4.19,4.55,3.63
manicure,6.15,4.23,5.56
manicurist,5.57,4.17,5.19
manifest,4.81,4.12,5.16
manifestation,4.38,4.21,5.5
manifesto,4.05,4.59,5.12
manifold,4.8,3.22,4.91
manipulate,3.21,4.76,5.74
manipulation,2.84,4.86,5.39
manipulative,2.9,4.44,3.67
mankind,6.59,4.89,5.14
manly,6.09,5.63,6.48
manned,5.14,4.47,5.71
mannequin,5.35,3.9,6.38
manner,5.86,3.52,5.45
manor,5.9,3.68,5.05
manpower,6,4.32,5.92
mansion,6.62,4.84,6.5
mansions,6.21,4.95,5.8
manslaughter,2.05,5.67,3.88
mantel,4.74,2.93,5.28
mantis,4.95,3.25,5.88
mantle,5.35,2.45,5.05
mantra,5.47,3.48,5.87
manual,4.95,3.17,6.48
manufacture,5,4.41,5.45
manufacturer,4,3.61,4.95
manufacturing,5,4.5,5.67
manure,3.19,4.15,4.51
manuscript,6.05,3.29,5.32
map,5.81,3.95,5.79
maple,6.09,3.77,5.47
mar,3.47,3.41,4.52
marathon,5.48,5.04,4.9
marble,5.8,3.57,5.38
mare,5.62,3.64,5
margarine,4.85,3.14,5.96
margarita,6.33,5.2,6.19
margin,4.75,3.71,5.15
marginal,4.6,3.57,5.47
mariachi,5.95,4.43,5.33
marijuana,3.63,4.36,4.77
marinara,5.95,3,6.59
marine,5.95,3.44,5.14
mariner,5.58,3.43,4.96
marital,5.24,4.91,5.43
maritime,4.9,3.36,5.26
marker,5.8,4.05,5.48
market,6.21,3.55,5.77
marketing,4.83,4.75,5.09
marketplace,6.25,4.32,5.81
marksman,5.05,4.59,5.37
marksmanship,5.19,4.96,6
marmalade,5.95,3.95,5.15
maroon,5.41,4.37,4.76
marooned,4.26,5.9,3.3
marquee,6,4.21,5.64
marquis,4.77,3.77,4.6
marriage,7.56,4.95,5.33
marrow,4.29,3.65,4.12
marry,7.09,5.52,5.67
marshal,4.62,4.08,5.79
marshmallow,6.84,4.7,5.58
mart,5.32,3.55,5.24
martial,5.4,4.23,4.59
martini,6.14,5.9,5.33
martyr,4.24,4.52,3.79
marvel,5.84,4.77,5.21
marvelous,7.21,3.77,6.21
marzipan,5.4,3.91,5.23
mascara,4.79,4.55,6.27
mascot,5.5,4.11,5.65
masculine,5.79,5.19,5.48
masculinity,5.75,4.7,5.91
mash,4.81,3.85,4.82
mashed,4.61,4.15,4.24
mask,4.81,3.26,5.1
masked,5.14,4,5.1
masochist,3.39,4.77,4.45
masquerade,5.53,5.17,5.29
mass,5.15,3.56,5.47
massacre,1.77,6.68,3.33
massage,7.16,3.88,6.57
masses,4.41,4.11,4.54
masseur,5.73,4.68,5.24
masseuse,6.61,4.09,4.71
massive,5.18,5.79,5.71
mast,4.85,3.71,5.32
master,5.72,4.4,4.17
masterful,6.72,4.38,6.77
mastermind,5.15,5.58,6.61
masterpiece,7.14,4.7,6
mastery,6.55,5.68,7.25
masturbate,5.65,6.42,6.46
masturbation,5.89,6.3,5.92
mat,5,2.86,5.3
matador,5,4.35,4.89
match,5.61,3.05,6.06
matchbook,5.05,3.65,6.22
matching,6.3,3,5.79
matchmaker,5.63,4,5.39
mate,7.18,5.95,6.79
material,5.71,3.74,5.48
materialism,3.52,3.52,4.89
materialistic,3.79,4.04,4.6
materialize,5.75,3.95,6.55
maternal,6.7,4.38,6.32
maternity,5.76,4.83,4.81
math,4.45,4.96,5.79
mathematical,5.29,3.48,6
mathematician,5.24,3.57,4.81
mathematics,4.89,4.33,5.3
matinee,6,3.05,5.3
mating,5.76,6.35,5.67
matrimony,7,5.77,6.32
matrix,5.9,4.4,4.58
matron,4.79,3.59,5.68
matter,5.82,4.05,6.12
mattress,5.74,3.45,6.17
mature,5.95,3.48,7.05
maturity,6.53,3.55,6.78
maudlin,4.75,3.58,4.61
mausoleum,4.5,3.87,4.62
mauve,5.1,2.88,5.37
maverick,6.63,4.55,5.25
maxim,5.74,4.1,5.64
maximize,6.2,4.74,5.9
maximum,4.7,5.05,5.62
may,5.55,3.19,5.94
mayday,4.42,4.27,4.25
mayflower,5.29,2.91,5.26
mayhem,3.59,5.95,3.9
mayonnaise,5.65,3.9,5.88
mayor,4.59,4.15,6.21
maze,5.84,4.83,4.56
meadow,7.3,2.62,6.15
meager,3.35,4.63,4.46
meal,7.05,4.85,7.11
mean,2.43,4.81,4.17
meanie,3.17,4.85,4.48
meaning,6.45,4.05,6.53
meaningful,6.79,3.78,6.29
meaningless,2.95,3.05,3.57
meanness,3.09,5.19,5.09
meantime,4.44,3.9,5.26
measles,2.57,4.5,4.1
measure,5.14,4.36,5.41
measurement,5.11,3.09,5.18
measuring cup,5.75,3.62,6.47
measuring tape,5.43,2.15,6.86
meat,6.62,4.3,5.58
meatball,6.68,4.79,5.38
meathead,3.38,4.22,3.81
meatloaf,5.16,4.46,5.57
mechanic,5.45,4.45,5.15
mechanical,5.67,5.4,5
mechanics,6,3.91,5.21
mechanism,4.9,3.64,5.42
med,5,3.52,5.64
medal,5.2,5.3,5.88
medallion,5.85,3.25,5.52
meddle,3.86,4.35,4.78
medial,4.65,3.55,4.96
median,4.5,3.23,5.95
mediation,5.5,2.85,5.77
medic,5.2,3.55,5.46
medical,5.22,4.05,4.22
medicate,4.15,4.14,5.88
medication,3.65,4.56,6.21
medicinal,5.45,5.87,5.16
medicine,5.9,4,5.35
medieval,5.6,4.4,5.29
mediocre,4.43,3,4.16
mediocrity,3.71,3.55,3.67
meditate,6.47,2.85,7.15
meditation,7.21,2.5,7.35
medium,4.85,3,5.22
medley,6.6,4.48,5.95
meek,4.92,3.14,5.05
meet,6.09,3.71,5.89
meeting,4.55,3.71,5.47
mega,5.6,5.11,6.21
melancholy,3.74,4.13,3.96
mellow,6.68,2.81,7
melodrama,4.25,4.83,4.58
melodramatic,4.21,5.79,4.57
melody,6.65,4.86,6.25
melon,6.32,3.68,5.79
melt,5.95,3,4.47
meltdown,3.05,4.81,2.96
member,5.95,3.47,6.89
membership,5.61,4.45,5.5
membrane,4.95,3.23,4.33
memento,6.8,4.04,5.29
memo,4.7,2.39,5.86
memorabilia,6.55,3.77,6.05
memorable,6.54,4.83,6.32
memorandum,4.5,3.96,6.08
memorial,5.72,3.25,5.24
memories,7,4.19,6.11
memorize,5.7,3.9,5.65
memory,6.58,4.08,5.75
menace,3.13,4.89,4.4
menacing,3.14,4.76,4.15
mend,6.53,3.76,5.83
menial,3.8,3.85,5.32
meningitis,2.55,5.41,3.43
menopause,1.89,3.55,4.32
menstrual,2.79,4.3,3.37
mental,4.58,3.68,5.48
mentality,4.76,4.62,6.24
menthol,4.9,2.9,5.45
mention,5.39,2.65,5.33
mentor,7.05,3.5,6.6
menu,6.3,4.17,6.29
meow,6.14,3.42,5.75
mercenary,3.89,5.14,4.29
merchandise,5.21,3.78,4.76
merchant,5.21,3.68,5.18
merciful,7,4.22,6.75
merciless,3.05,5.05,5.05
mercury,5.67,4.8,3.96
mercy,6.4,3.67,5.55
mere,4.68,3.71,5.21
merengue,6.47,3.45,5.13
merge,4.95,3.5,5.53
merger,4.09,4.22,4.63
meringue,6.57,4.04,5.16
merit,6.94,3.16,5.88
mermaid,7.05,5.58,4.33
merry,7.2,4.57,7.1
mescaline,5,4.65,4.6
mesh,5.25,3.11,5.18
mess,3.5,4.7,2.89
message,6.18,3.81,6.78
messenger,5.65,4.57,5.65
messiah,6.67,3.75,3.71
messy,3,4.61,4.83
metabolic,5.11,4.67,5
metabolism,5.4,4.17,4.36
metal,5.05,3.48,6.54
metallic,5.26,4.32,5.17
metamorphosis,5.25,4.27,5.11
metaphor,6.11,4.14,5.36
metaphysical,5.48,4,5.37
meteor,5.1,5.62,3.92
meteorite,7.25,6.37,3.49
meter,5.53,3.25,5.25
meth,2.55,4.43,3.12
methadone,3.05,3.76,4.48
methane,3.48,3.73,4.37
method,5.2,4.17,6.13
methodical,5.11,3.76,5.43
methodology,4.84,3.41,5.48
meticulous,5.14,4.8,5.36
metric,4.95,3.67,5.13
metropolis,4.95,4.95,5.6
metropolitan,5.84,4.91,5.42
mew,6.05,4.62,5.56
mezzanine,5.32,3.77,5.11
micro,5.5,3.48,4.36
microchip,5.6,3.52,5.24
microfilm,5.53,3.5,5.33
microphone,5.11,4.19,5.35
microscope,6.33,4,5.05
microscopic,5.24,3.86,5.33
microwave,5.25,4,5.6
mid,5.21,2.8,5.33
midair,5,5.23,4.84
midday,5.37,3.63,4.9
middle,5.22,2.85,5.11
middleman,4.24,3.92,5.33
middleweight,4.1,4.04,4
midget,4.58,4,3.7
midlife,4.71,3.09,5.26
midline,4.79,3.36,4.42
midnight,6.18,4.05,6.26
midshipman,4.75,2.72,5.14
midst,5.25,2.62,5.08
midsummer,6.24,4.8,5.14
midterm,4.14,4.82,4.28
midtown,5.83,4.2,5.54
midwife,5.65,3.14,5.96
mighty,6.45,5.43,6.85
mignon,5.57,3.37,4.82
migraine,2.68,4.96,3.11
migrate,4.57,3.33,5.55
migration,4.52,3.54,4.88
mil,4.85,4.05,5.58
mild,5.9,2.39,5.67
mildew,2.61,4.14,4.19
mile,4.78,3.43,5.33
mileage,5.9,2.95,5.64
milestone,6.85,4.56,6.36
militant,3.95,5.38,4.4
military,4.9,5.8,5.89
militia,4.21,4.36,4.52
milk,6.74,2.33,6.31
milkman,5.75,2.73,5.54
milkshake,7.26,4.05,6
milky,5,3.7,5.37
mill,5.39,2.21,4.76
millennium,4.85,4.59,4.71
milligram,5.28,3.1,4.12
millimeter,4.86,3.62,5.75
million,7.55,5.38,5.82
millionaire,7.32,6.14,5.73
millionth,5.42,4.64,5
millstone,4.86,3.12,6.4
mime,4.58,2.81,4.85
mimic,4.67,3.85,6.05
mince,5.23,4.14,5.68
mincemeat,4.05,3.84,4.19
mind,6.7,5.05,6.09
mindful,6.7,6,6.76
mindless,3,3.1,3.86
minefield,3.65,5.5,3.71
miner,4.81,4.05,4.67
mineral,6.05,2.86,4.67
mingle,5.21,4.41,5.36
mini,5.86,3,5.16
miniature,6.11,3.95,4.39
minibus,4.89,3.56,4.53
minimal,4.62,3.41,4.67
minimize,5.16,4.19,5.45
minimum,4.8,3.27,5.22
mining,4.5,4.57,5.53
minion,5.33,5,3.94
minister,5,3.85,5.65
ministry,5.08,3.85,4.5
minivan,4.4,2.95,5.92
mink,5.86,3.24,4.86
minor,4.81,3.26,4.79
minority,4.75,3.1,4.88
mint,6.55,4.9,6.62
minty,7,3.19,5.09
minute,5.5,3.76,4.17
minx,6.63,3.95,4.78
miracle,7.3,5.52,5.26
miraculous,6.37,6.17,4.38
mirage,4.47,3.8,4.21
mire,4.2,3.94,4.19
mirror,5.9,4.55,5.5
misbehave,3.79,4.28,4.65
miscalculation,3.21,4.71,4.96
miscarriage,2.48,5.7,2.33
miscellaneous,5.38,4,5.11
mischief,4.78,5.77,4.97
mischievous,4.48,4.88,4.86
misconception,3.65,3.45,4.33
misconduct,3.55,4.59,5.16
misdemeanor,2.76,5.24,3.95
misdirection,3.7,3.78,3.42
miser,3.45,3.88,4.46
miserable,2.6,5.06,3.86
misery,2.2,4.82,3.8
misfire,2.63,4.64,3
misfit,4.19,5.09,4.52
misfortune,2.4,4.24,2.92
misguided,3.58,4.33,3.25
mishap,3.5,4.61,3.26
mislead,3.2,5.1,4.2
misleading,3.14,4.48,3.69
misplace,3.15,4.83,4.14
misread,3.59,3.79,3.33
miss,4.1,3.9,5.12
missile,2.85,5.67,4.2
mission,6.39,5.52,4.89
missionary,5.33,4.24,5.6
missy,5.4,3.39,4.82
mist,6.47,3.05,4.7
mistake,2.89,4.93,4.69
mister,5.56,3.2,4.83
mistletoe,7.1,4.77,6.57
mistress,3.86,5.96,5.33
mistrial,4.15,3.29,4.3
mistrust,2,5.09,4.45
misty,5.14,2.5,5
misunderstand,4.05,5.09,3.5
misunderstanding,2.86,4.52,3.83
misuse,3.25,4.48,4.9
mite,3.9,4.68,5.19
miter,4.53,3.05,4.4
mitigate,5.38,3.9,5.86
mitigating,4.47,3.85,4.7
mitt,5.48,2.75,5
mitten,5.6,2.33,5.91
mitzvah,4.47,4.22,5.06
mix,5.71,2.86,5.56
mixer,4.9,4.17,5.18
mixture,5.9,3.52,6
mnemonic,5.1,3.45,5.32
moan,4.05,5.52,6.04
moat,5.19,4.17,4.95
mob,3.7,4.86,3.47
mobile,5.81,3.76,5.9
mobility,5.53,4.7,7.11
mobilize,5.95,4.56,6.18
mobster,3.05,5.14,4.04
mocha,6.53,3.36,5.61
mock,3.81,4.95,5.17
mockery,2.95,4.48,4.11
mockingbird,6.37,4.62,5.48
mod,5.57,3.65,4.81
mode,5.25,3.43,6.1
model,6.38,3.9,6.53
modeling,5.67,3.92,4.65
modem,5.29,3.55,4.5
moderate,5.52,4,5.53
moderation,5.3,3.67,5.44
modern,6.05,5.4,5.31
modest,6.42,2.93,7.05
modesty,6.19,4.41,5.81
modicum,4.95,3.33,5.18
modification,5.05,4.1,6.62
modify,5.1,3.78,6.43
module,4.9,4.33,5.41
mogul,5.42,3.48,5.11
moist,5.53,4.2,4.5
moisture,5.5,4.39,4.14
moisturizer,6.35,2.95,5.86
molar,4.73,3.54,5.12
molasses,5.9,3.09,5.71
mold,2.71,3.77,4.5
moldy,1.95,4.35,4.29
mole,4.23,3.81,5.32
molecular,5.5,3.52,5.14
molecule,5.37,3.7,4.75
molest,1.89,6.43,2.57
molester,1.48,5,3.22
molten,4.75,4.26,4.08
mom,7.64,4.62,6.29
moment,6.1,4.05,6
momentary,4.95,3.73,4.8
momentous,6.35,4.9,5.95
momentum,6.1,4.14,5.16
momma,7.45,3.45,5.11
mommy,7.39,3.7,4.89
monarch,4.33,3.41,3.78
monarchy,3.29,3.7,4.04
monastery,4.75,2.5,4.59
monetary,6.32,4.46,5.62
money,7.1,6.86,6.32
mongoloid,4.23,4.28,3.79
mongoose,4.95,3.55,4.23
mongrel,3.47,4.5,3.46
monitor,5.05,3.86,5.81
monk,4.9,2.61,5.04
monkey,5.82,5.15,5.74
mono,3.85,3,4.88
monogamous,7.05,4.4,7
monogamy,6.43,3.48,5.57
monogrammed,4.79,2.82,4.78
monolith,5.24,3.57,4.32
monologue,5.43,3.05,4.67
monopoly,5.29,4.83,6.14
monotonous,3.05,2.68,4.55
monoxide,3,4.55,4.85
monsieur,5.5,3.3,5.89
monsoon,2.85,4.5,3.09
monster,2.55,5.55,5
monstrosity,3.84,5.83,4.21
monstrous,3.43,5.9,3.86
montage,5.48,4.85,5.76
month,5.78,3.64,5.05
monthly,5.32,3.5,4.67
monument,6.24,2.82,5.45
monumental,5.74,5.24,6.06
moo,5.48,3.95,5.18
mooch,3.71,5.8,5.2
mood,5.29,4.5,5.79
moody,3.71,5,4.26
moon,7,3.43,6.11
moonbeam,7.17,4.52,4.82
moonlight,7.05,3.61,6.28
moonlit,7.24,3.96,6.05
moonshine,5.5,4.67,4.95
moonwalk,6.18,5.15,6.08
moor,4.95,3.95,5.28
moose,6.71,4.85,4.97
moot,4.62,3.71,5.52
mop,4.53,3.14,5.32
mope,3.27,3.26,4.76
moped,5,3.62,5.38
moral,6.85,3.73,6.31
morale,5.95,4.1,6.23
morality,6.48,4.76,6.5
moray,4.74,4.45,5.24
morbid,2.73,5.29,4.49
mores,5.17,2.6,4.44
morgue,1.79,3.48,3.32
morn,3.62,3,4.3
morning,6.41,3.95,6.35
moron,4.3,4.5,4.55
moronic,3.25,3.81,3.2
morph,5.5,5.19,4.65
morphine,4.58,5.14,4.57
morsel,5.3,3.41,5.52
mortal,4.39,3.55,3.88
mortality,5.15,6.9,3.58
mortar,4.14,4.37,4.94
mortgage,3.45,4.43,3.74
mortician,3.56,3.33,3.59
mortuary,2.21,3.59,3.91
mosaic,6.33,3.7,5.19
mosey,5.85,4.5,5.36
mosque,4.11,3,4.04
mosquito,3.12,5.17,3.88
motel,5.3,3.55,4.52
moth,4.47,2.55,4.6
mother,7.53,4.73,6.11
motherfucker,1.61,7.33,2.56
motherfucking,3.95,5.92,4.16
motherhood,6.8,5.52,6
motherland,5.8,4.22,5.76
motherless,1.9,4.52,4.23
motherly,7.67,3.74,5.08
motif,5.27,4.24,6.42
motion,5.8,4.71,6.15
motivate,6.05,5.09,7.22
motivation,6.24,4.73,6.35
motivational,6.76,6.37,7.14
motive,5.32,4.86,6.2
motley,4.89,2.95,4.52
motor,5.64,5.42,5.5
motorbike,5.95,5.68,5.58
motorboat,6.2,4.22,5.18
motorcade,4.64,4.67,4.81
motorcar,5.7,3.95,6.03
motorcycle,5.8,5.8,5.55
motorist,5.47,4.24,5.83
motto,5.95,3.86,6.3
mould,3.57,3.35,5.28
mound,5.43,3.63,5.5
mount,5.38,4.09,5.63
mountain,6.65,4.12,6.18
Mountain Dew,5.47,5.05,5.74
mountaintop,6.5,4.28,5.46
mourn,2.4,4.95,4.08
mournful,3.32,2.78,3.59
mourning,1.71,3.9,3.64
mouse,4.8,3.38,4.29
mousetrap,4.82,4.05,5.5
mousse,6,3.19,6.04
moustache,5.35,3.23,5.32
mousy,3.74,3.1,3.2
mouth,5.59,4.14,6
mouthful,4.88,3.8,4.64
mouthpiece,4.65,3.62,4.62
mouthwash,5.7,2.67,5.38
move,4.95,4.24,5.12
movement,6.58,4,5.96
mover,4.55,3.82,5.42
movie,7.24,4.39,5.68
mow,4.94,4.17,5.58
mower,4.76,2.79,5.45
moxie,6.1,3.78,5.79
mozzarella,7.19,4.54,6.29
muck,3.14,3.55,4.09
mucous,2.95,3.83,4.41
mucus,2.84,4.17,4.16
mud,5.06,3.19,4.27
muddle,4.47,3.05,4.8
muddy,4.14,4.2,4.6
muff,5.63,3.59,4.43
muffin,7.1,4.05,6.29
muffled,4.74,3.86,4.18
muffler,3.63,4.27,4.64
mug,4.16,3.83,4.82
mugger,1.9,5.67,2.97
mulberry,5.74,2.75,5.43
mulch,5.33,3.52,5.24
mule,4.26,2.78,4.5
mull,4.38,3.12,5.11
mullet,3.86,3.81,5.64
multimedia,6.53,4.8,5.9
multinational,5.3,3.94,5.33
multiple,5,4,5.64
multiple sclerosis,2.45,5.11,2.33
multiplex,5.09,4.95,5.45
multiply,5.43,4.39,5.48
multitude,5,4.09,5.16
mum,5.43,3.35,4.54
mumble,4.4,3.19,3.68
mumbo,4.76,5.1,4.75
mummy,4.81,3.75,4.4
mumps,2.61,3.84,3.44
munch,6.32,3.62,6.14
munchkin,6.95,4.27,4.13
mundane,3.63,2.76,4
municipal,4.89,3.05,4.92
mural,6.67,3.4,5.95
murder,1.48,6.24,3.38
murderer,1.92,6.83,2.83
murderess,2.56,5.8,3.52
murderous,2.05,7.05,2.95
murky,3.4,3.45,3.77
murmur,4.57,4.08,4.36
muscle,6.15,4.55,6.81
muscular,6.32,4.98,6.52
muse,6.3,4.75,6.12
museum,6.67,3.74,5.4
mush,4.05,3.21,4.79
mushroom,5.61,3.14,5.5
mushy,4.6,3.71,5.47
music,7.67,5.57,6.5
musical,7.68,5.63,5.43
musician,6.79,5.52,5.7
musk,4.5,2.45,4.56
musket,4.13,4,4.64
musketeer,4.76,4.71,4.96
muskrat,4.15,3.5,4.32
must,5.45,4.1,5.06
mustang,6.32,6.14,6
mustard,4.74,3.39,5.69
muster,4.67,3.65,5.41
musty,3.37,3.5,4.22
mutant,5.06,4.61,4.53
mutate,4.16,5.88,4.04
mutation,4.14,4.56,4.16
mute,3.95,2.45,4.18
muted,3.63,2.15,4.9
mutilate,2,4.96,2.91
mutilated,2.73,6,3.32
mutilation,2.27,5.38,2.73
mutiny,4.2,5.18,4.56
mutt,4.84,4.14,4.5
mutter,4.4,3.67,5.57
mutual,6.48,3.5,6.45
muzzle,3.95,4.65,3.54
myriad,5.52,3.52,5.41
mysterious,6.05,5.45,4.76
mystery,5.29,5.04,4.33
mystic,6.12,4.52,4.7
mystical,6.57,5.04,5.79
mysticism,6,4.29,4.58
mystified,6.05,5.8,4.67
mystique,6.52,5.67,5.32
myth,6.11,4,5.38
mythical,6.11,5.1,4.91
mythology,6.1,4.27,4.81
nab,3.65,4.27,4.84
nacho,7.05,4.38,5.82
nada,4.57,3.7,4.11
nag,2.3,4.72,3.96
nail,4.6,3.05,5.17
nail gun,4.09,4.85,5.96
naive,4.22,3.86,5
naked,6.21,5.58,5.6
nakedness,6.67,6.62,5.21
name,5.62,3.04,5.14
nameless,2.79,2.8,4.58
nana,5.79,3.82,5.09
nanny,5.86,4.05,5.42
nanometer,5.15,3.59,5.54
nap,6.53,4.14,5.91
napalm,2.7,5.29,4.08
napkin,5.63,3.09,5.21
